"Paper Name","DOI","Run ID","Method","Total Formulation Volume","API Name","API Initial Amount","Chitosan Molecular Weight/Type","Chitosan Initial Amount","Alginate Initial Amount","CS_ALG Ratio","Surfactant Type","Surfactant Initial Amount","Crosslinker Type","Crosslinker Initial Amount","Stirring Speed","Temperature","Sonication Time","pH","Particle Size","Zeta Potential","Encapsulation Efficiency","Data Extraction Remarks","Data Extraction Thoughts"
"Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment","10.1016/j.msec.2017.11.022","11","O/w emulsification and ionotropic gelation",,"Curcumin diglutaric acid","1 mL @ 1 mg/mL","CS (MW 75,000, 84.3% DDA)","4 mL @ 0.15 mg/mL","20 mL @ 0.6 mg/mL","0.050:1","Pluronic F127","1.00% w/v","CaCl2","4 mL @ 0.51 mg/mL","1000 rpm","Room temperature","15 min","4.6","372 nm","-21.5 mV","58.7%",,"- Constants & Hunted Values: Fixed pH (CS=4.6, Alg=4.9). Methods text states 20 mL of alginate solution (0.6 mg/mL) used for all runs. 4 mL of CaCl2 solution (0.51 mg/mL) added to all. 4 mL of CS solution added to all. Sonication at 45 kHz, 80 W for 15 min. Stirring at 1000 rpm. Temp: Room temperature.
- DoE Mapping: X1 (CS/Alg ratio): 0.025=0.025:1, 0.050=0.050:1, 0.075=0.075:1. X2 (CG conc): 1.00=1 mg/mL, 3.00=3 mg/mL, 5.00=5 mg/mL. X3 (Pluronic F127): 0.50=0.50% w/v, 0.75=0.75% w/v, 1.00=1.00% w/v.
- Volume Logic: Total Vol is not explicitly stated. NaN used. Standalone concentrations used for CS, Alg, and Pluronic F127.
- CQA Pairing Strategy: Inputs in Table 2 (X1, X2, X3) are directly paired with CQA outputs (Y1, Y2, Y3) in the same table. All 15 DoE runs extracted. An additional optimized run is extracted from Table 4."
"Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment","10.1016/j.msec.2017.11.022","12","O/w emulsification and ionotropic gelation",,"Curcumin diglutaric acid","1 mL @ 5 mg/mL","CS (MW 75,000, 84.3% DDA)","4 mL @ 0.15 mg/mL","20 mL @ 0.6 mg/mL","0.050:1","Pluronic F127","1.00% w/v","CaCl2","4 mL @ 0.51 mg/mL","1000 rpm","Room temperature","15 min","4.6","518 nm","-23.5 mV","28.3%",,"- Constants & Hunted Values: Fixed pH (CS=4.6, Alg=4.9). Methods text states 20 mL of alginate solution (0.6 mg/mL) used for all runs. 4 mL of CaCl2 solution (0.51 mg/mL) added to all. 4 mL of CS solution added to all. Sonication at 45 kHz, 80 W for 15 min. Stirring at 1000 rpm. Temp: Room temperature.
- DoE Mapping: X1 (CS/Alg ratio): 0.025=0.025:1, 0.050=0.050:1, 0.075=0.075:1. X2 (CG conc): 1.00=1 mg/mL, 3.00=3 mg/mL, 5.00=5 mg/mL. X3 (Pluronic F127): 0.50=0.50% w/v, 0.75=0.75% w/v, 1.00=1.00% w/v.
- Volume Logic: Total Vol is not explicitly stated. NaN used. Standalone concentrations used for CS, Alg, and Pluronic F127.
- CQA Pairing Strategy: Inputs in Table 2 (X1, X2, X3) are directly paired with CQA outputs (Y1, Y2, Y3) in the same table. All 15 DoE runs extracted. An additional optimized run is extracted from Table 4."
"Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment","10.1016/j.msec.2017.11.022","13","O/w emulsification and ionotropic gelation",,"Curcumin diglutaric acid","1 mL @ 3 mg/mL","CS (MW 75,000, 84.3% DDA)","4 mL @ 0.15 mg/mL","20 mL @ 0.6 mg/mL","0.050:1","Pluronic F127","0.75% w/v","CaCl2","4 mL @ 0.51 mg/mL","1000 rpm","Room temperature","15 min","4.6","335 nm","-26.4 mV","75.7%",,"- Constants & Hunted Values: Fixed pH (CS=4.6, Alg=4.9). Methods text states 20 mL of alginate solution (0.6 mg/mL) used for all runs. 4 mL of CaCl2 solution (0.51 mg/mL) added to all. 4 mL of CS solution added to all. Sonication at 45 kHz, 80 W for 15 min. Stirring at 1000 rpm. Temp: Room temperature.
- DoE Mapping: X1 (CS/Alg ratio): 0.025=0.025:1, 0.050=0.050:1, 0.075=0.075:1. X2 (CG conc): 1.00=1 mg/mL, 3.00=3 mg/mL, 5.00=5 mg/mL. X3 (Pluronic F127): 0.50=0.50% w/v, 0.75=0.75% w/v, 1.00=1.00% w/v.
- Volume Logic: Total Vol is not explicitly stated. NaN used. Standalone concentrations used for CS, Alg, and Pluronic F127.
- CQA Pairing Strategy: Inputs in Table 2 (X1, X2, X3) are directly paired with CQA outputs (Y1, Y2, Y3) in the same table. All 15 DoE runs extracted. An additional optimized run is extracted from Table 4."
"Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment","10.1016/j.msec.2017.11.022","14","O/w emulsification and ionotropic gelation",,"Curcumin diglutaric acid","1 mL @ 3 mg/mL","CS (MW 75,000, 84.3% DDA)","4 mL @ 0.15 mg/mL","20 mL @ 0.6 mg/mL","0.050:1","Pluronic F127","0.75% w/v","CaCl2","4 mL @ 0.51 mg/mL","1000 rpm","Room temperature","15 min","4.6","339 nm","-26.7 mV","78.2%",,"- Constants & Hunted Values: Fixed pH (CS=4.6, Alg=4.9). Methods text states 20 mL of alginate solution (0.6 mg/mL) used for all runs. 4 mL of CaCl2 solution (0.51 mg/mL) added to all. 4 mL of CS solution added to all. Sonication at 45 kHz, 80 W for 15 min. Stirring at 1000 rpm. Temp: Room temperature.
- DoE Mapping: X1 (CS/Alg ratio): 0.025=0.025:1, 0.050=0.050:1, 0.075=0.075:1. X2 (CG conc): 1.00=1 mg/mL, 3.00=3 mg/mL, 5.00=5 mg/mL. X3 (Pluronic F127): 0.50=0.50% w/v, 0.75=0.75% w/v, 1.00=1.00% w/v.
- Volume Logic: Total Vol is not explicitly stated. NaN used. Standalone concentrations used for CS, Alg, and Pluronic F127.
- CQA Pairing Strategy: Inputs in Table 2 (X1, X2, X3) are directly paired with CQA outputs (Y1, Y2, Y3) in the same table. All 15 DoE runs extracted. An additional optimized run is extracted from Table 4."
"Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment","10.1016/j.msec.2017.11.022","15","O/w emulsification and ionotropic gelation",,"Curcumin diglutaric acid","1 mL @ 3 mg/mL","CS (MW 75,000, 84.3% DDA)","4 mL @ 0.15 mg/mL","20 mL @ 0.6 mg/mL","0.050:1","Pluronic F127","0.75% w/v","CaCl2","4 mL @ 0.51 mg/mL","1000 rpm","Room temperature","15 min","4.6","334 nm","-25.8 mV","77.8%",,"- Constants & Hunted Values: Fixed pH (CS=4.6, Alg=4.9). Methods text states 20 mL of alginate solution (0.6 mg/mL) used for all runs. 4 mL of CaCl2 solution (0.51 mg/mL) added to all. 4 mL of CS solution added to all. Sonication at 45 kHz, 80 W for 15 min. Stirring at 1000 rpm. Temp: Room temperature.
- DoE Mapping: X1 (CS/Alg ratio): 0.025=0.025:1, 0.050=0.050:1, 0.075=0.075:1. X2 (CG conc): 1.00=1 mg/mL, 3.00=3 mg/mL, 5.00=5 mg/mL. X3 (Pluronic F127): 0.50=0.50% w/v, 0.75=0.75% w/v, 1.00=1.00% w/v.
- Volume Logic: Total Vol is not explicitly stated. NaN used. Standalone concentrations used for CS, Alg, and Pluronic F127.
- CQA Pairing Strategy: Inputs in Table 2 (X1, X2, X3) are directly paired with CQA outputs (Y1, Y2, Y3) in the same table. All 15 DoE runs extracted. An additional optimized run is extracted from Table 4."
"Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment","10.1016/j.msec.2017.11.022","Opt1","O/w emulsification and ionotropic gelation",,"Curcumin diglutaric acid","1 mL @ 3 mg/mL","CS (MW 75,000, 84.3% DDA)","4 mL @ 0.12 mg/mL","20 mL @ 0.6 mg/mL","0.04:1","Pluronic F127","0.50% w/v","CaCl2","4 mL @ 0.51 mg/mL","1000 rpm","Room temperature","15 min","4.6","233 nm","-28.4 mV","76.6%","Optimized formulation from Table 4","- Constants & Hunted Values: Fixed pH (CS=4.6, Alg=4.9). Methods text states 20 mL of alginate solution (0.6 mg/mL) used for all runs. 4 mL of CaCl2 solution (0.51 mg/mL) added to all. 4 mL of CS solution added to all. Sonication at 45 kHz, 80 W for 15 min. Stirring at 1000 rpm. Temp: Room temperature.
- DoE Mapping: X1 (CS/Alg ratio): 0.025=0.025:1, 0.050=0.050:1, 0.075=0.075:1. X2 (CG conc): 1.00=1 mg/mL, 3.00=3 mg/mL, 5.00=5 mg/mL. X3 (Pluronic F127): 0.50=0.50% w/v, 0.75=0.75% w/v, 1.00=1.00% w/v.
- Volume Logic: Total Vol is not explicitly stated. NaN used. Standalone concentrations used for CS, Alg, and Pluronic F127.
- CQA Pairing Strategy: Inputs in Table 2 (X1, X2, X3) are directly paired with CQA outputs (Y1, Y2, Y3) in the same table. All 15 DoE runs extracted. An additional optimized run is extracted from Table 4."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","1","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.00 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.05:1","Pluronic F127","0.50% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","279 nm","-27.8 mV","38.71%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","2","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.00 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.15:1","Pluronic F127","0.50% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","434 nm","-19.8 mV","17.08%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","3","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.00 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.05:1","Pluronic F127","1.50% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","308 nm","-17.5 mV","25.42%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","4","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.00 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.15:1","Pluronic F127","1.50% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","645 nm","-12.4 mV","13.64%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","5","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 0.50 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.05:1","Pluronic F127","1.00% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","285 nm","-24.9 mV","24.52%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","6","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 0.50 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.15:1","Pluronic F127","1.00% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","558 nm","-16.5 mV","19.09%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","7","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.50 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.05:1","Pluronic F127","1.00% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","340 nm","-23.2 mV","39.97%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","8","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.50 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.15:1","Pluronic F127","1.00% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","585 nm","-17.1 mV","16.55%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","9","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 0.50 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.10:1","Pluronic F127","0.50% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","427 nm","-25.7 mV","35.16%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","10","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 0.50 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.10:1","Pluronic F127","1.50% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","615 nm","-13.4 mV","23.38%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","11","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.50 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.10:1","Pluronic F127","0.50% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","482 nm","-20.8 mV","40.12%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","12","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.50 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.10:1","Pluronic F127","1.50% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","607 nm","-17.2 mV","37.37%",,"- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
"Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells","10.1691/ph.2016.6105","13","O/w emulsification and ionotropic gelation",,"Curcumin diethyl disuccinate (CDD)","1 mL @ 1.00 mg/mL","CS (MW 83000, 85% DDA)","4 mL","20 mL @ 0.6 mg/mL","0.10:1","Pluronic F127","1.00% w/v","CaCl2","4 mL @ 0.67 mg/mL","1000 rpm","25 C","15 min","4.6","505 nm","-21.0 mV","45.11%","Center point","- Constants & Hunted Values: Fixed pH (Alg=4.9, CS=4.6). Methods text states 1 mL acetonic CDD solution, 20 mL Alg (0.6 mg/mL), 4 mL CaCl2 (0.67 mg/mL), 4 mL CS solution. Stirring=1000 rpm. Sonication=15 min. Temp=Room temp (assumed 25 C). CS MW=83,000, DDA=85%. Alg MW=80,000-120,000.
- DoE Mapping: X1 (CS:Alg ratio): -1=0.05:1, 0=0.10:1, +1=0.15:1. X2 (Pluronic F127): -1=0.5% w/v, 0=1.0% w/v, +1=1.5% w/v. X3 (CDD): -1=0.5 mg/mL, 0=1.0 mg/mL, +1=1.5 mg/mL.
- Volume Logic: Total Vol is not explicitly stated. NaN (standalone conc. used in DoE).
- CQA Pairing Strategy: Inputs and outputs are directly paired in Table 2. All 15 DoE runs extracted. Table 5 optimized run extracted with observed CQA values."
